"SITECODE","SYEAR","PLOTPID","CELLID","FIELDNAME","VALUE"
"T08",1999,401,1,"VEG_SPEC",981
"T08",1999,401,2,"VEG_SPEC",122
"T08",1999,401,2,"VEG_SPEC",156
"T08",1999,401,2,"VEG_SPEC",796
"T08",1999,401,2,"VEG_SPEC",981
"T08",1999,401,3,"VEG_SPEC",22
"T08",1999,401,3,"VEG_SPEC",122
"T08",1999,401,3,"VEG_SPEC",156
"T08",1999,401,3,"VEG_SPEC",796
"T08",1999,401,3,"VEG_SPEC",981
"T08",1999,401,4,"VEG_SPEC",122
"T08",1999,401,4,"VEG_SPEC",156
"T08",1999,401,4,"VEG_SPEC",796
"T08",1999,401,4,"VEG_SPEC",981
"T08",1999,401,5,"VEG_SPEC",22
"T08",1999,401,5,"VEG_SPEC",122
"T08",1999,401,5,"VEG_SPEC",156
"T08",1999,401,5,"VEG_SPEC",680
"T08",1999,401,5,"VEG_SPEC",796
"T08",1999,401,6,"VEG_SPEC",22
"T08",1999,401,6,"VEG_SPEC",122
"T08",1999,401,6,"VEG_SPEC",156
"T08",1999,401,6,"VEG_SPEC",796
"T08",1999,401,6,"VEG_SPEC",981
"T08",1999,401,7,"VEG_SPEC",122
"T08",1999,401,7,"VEG_SPEC",156
"T08",1999,401,7,"VEG_SPEC",796
"T08",1999,401,7,"VEG_SPEC",981
"T08",1999,401,7,"VEG_SPEC",988
"T08",1999,401,7,"VEG_SPEC",1127
"T08",1999,401,8,"VEG_SPEC",22
"T08",1999,401,8,"VEG_SPEC",53
"T08",1999,401,8,"VEG_SPEC",122
"T08",1999,401,8,"VEG_SPEC",156
"T08",1999,370,1,"VEG_SPEC",51
"T08",1999,370,1,"VEG_SPEC",167
"T08",1999,370,1,"VEG_SPEC",302
"T08",1999,370,1,"VEG_SPEC",351
"T08",1999,370,1,"VEG_SPEC",433
"T08",1999,370,1,"VEG_SPEC",583
"T08",1999,370,1,"VEG_SPEC",715
"T08",1999,370,1,"VEG_SPEC",855
"T08",1999,370,1,"VEG_SPEC",961
"T08",1999,370,1,"VEG_SPEC",1677
"T08",1999,370,1,"VEG_SPEC",1807
"T08",1999,370,1,"VEG_SPEC",2003
"T08",1999,370,2,"VEG_SPEC",22
"T08",1999,370,2,"VEG_SPEC",51
"T08",1999,370,2,"VEG_SPEC",302
"T08",1999,370,2,"VEG_SPEC",351
"T08",1999,370,2,"VEG_SPEC",538
"T08",1999,370,2,"VEG_SPEC",583
"T08",1999,370,2,"VEG_SPEC",688
"T08",1999,416,1,"VEG_SPEC",796
"T08",1999,416,1,"VEG_SPEC",1519
"T08",1999,416,1,"VEG_SPEC",1941
"T08",1999,416,2,"Q1",141
"T08",1999,416,2,"VEG_SPEC",51
"T08",1999,416,2,"VEG_SPEC",53
"T08",1999,416,2,"VEG_SPEC",796
"T08",1999,416,3,"Q1",141
"T08",1999,416,3,"VEG_SPEC",51
"T08",1999,416,3,"VEG_SPEC",53
"T08",1999,416,3,"VEG_SPEC",122
"T08",1999,416,3,"VEG_SPEC",796
"T08",1999,416,3,"VEG_SPEC",990
"T08",1999,416,4,"Q1",141
"T08",1999,416,4,"VEG_SPEC",22
"T08",1999,416,4,"VEG_SPEC",51
"T08",1999,416,4,"VEG_SPEC",53
"T08",1999,416,4,"VEG_SPEC",122
"T08",1999,416,4,"VEG_SPEC",796
"T08",1999,416,4,"VEG_SPEC",990
"T08",1999,416,4,"VEG_SPEC",1941
"T08",1999,416,5,"Q1",141
"T08",1999,416,5,"VEG_SPEC",51
"T08",1999,416,5,"VEG_SPEC",53
"T08",1999,416,5,"VEG_SPEC",796
"T08",1999,416,5,"VEG_SPEC",981
"T08",1999,416,5,"VEG_SPEC",1682
"T08",1999,416,5,"VEG_SPEC",1941
"T08",1999,416,6,"Q1",141
"T08",1999,416,6,"VEG_SPEC",51
"T08",1999,416,6,"VEG_SPEC",53
"T08",1999,416,6,"VEG_SPEC",122
"T08",1999,416,6,"VEG_SPEC",796
"T08",1999,416,6,"VEG_SPEC",990
"T08",1999,416,6,"VEG_SPEC",1393
"T08",1999,416,6,"VEG_SPEC",1941
"T08",1999,416,7,"Q1",141
"T08",1999,416,7,"VEG_SPEC",51
"T08",1999,416,7,"VEG_SPEC",53
"T08",1999,416,7,"VEG_SPEC",796
"T08",1999,416,7,"VEG_SPEC",988
"T08",1999,416,7,"VEG_SPEC",990
"T08",1999,416,7,"VEG_SPEC",1941
"T08",1999,416,8,"Q1",141
"T08",1999,416,8,"VEG_SPEC",51
"T08",1999,370,7,"VEG_SPEC",1677
"T08",1999,370,7,"VEG_SPEC",2601
"T08",1999,370,8,"VEG_SPEC",51
"T08",1999,370,8,"VEG_SPEC",302
"T08",1999,370,8,"VEG_SPEC",351
"T08",1999,370,8,"VEG_SPEC",605
"T08",1999,370,8,"VEG_SPEC",688
"T08",1999,370,8,"VEG_SPEC",715
"T08",1999,370,8,"VEG_SPEC",961
"T08",1999,370,8,"VEG_SPEC",1677
"T08",1999,370,9,"VEG_SPEC",51
"T08",1999,370,9,"VEG_SPEC",293
"T08",1999,370,9,"VEG_SPEC",302
"T08",1999,370,9,"VEG_SPEC",351
"T08",1999,370,9,"VEG_SPEC",605
"T08",1999,370,9,"VEG_SPEC",855
"T08",1999,370,9,"VEG_SPEC",961
"T08",1999,370,9,"VEG_SPEC",1682
"T08",1999,370,10,"VEG_SPEC",51
"T08",1999,416,,"Q1",141
"T08",1999,420,1,"VEG_SPEC",51
"T08",1999,420,1,"VEG_SPEC",53
"T08",1999,420,1,"VEG_SPEC",123
"T08",1999,420,1,"VEG_SPEC",796
"T08",1999,420,1,"VEG_SPEC",981
"T08",1999,420,2,"VEG_SPEC",51
"T08",1999,420,2,"VEG_SPEC",123
"T08",1999,420,2,"VEG_SPEC",680
"T08",1999,420,2,"VEG_SPEC",796
"T08",1999,420,2,"VEG_SPEC",981
"T08",1999,420,2,"VEG_SPEC",994
"T08",1999,420,2,"VEG_SPEC",1677
"T08",1999,420,3,"VEG_SPEC",51
"T08",1999,420,3,"VEG_SPEC",53
"T08",1999,420,3,"VEG_SPEC",123
"T08",1999,420,3,"VEG_SPEC",384
"T08",1999,420,3,"VEG_SPEC",796
"T08",1999,420,3,"VEG_SPEC",981
"T08",1999,420,3,"VEG_SPEC",988
"T08",1999,420,4,"Q1",134
"T08",1999,420,4,"VEG_SPEC",51
"T08",1999,420,4,"VEG_SPEC",53
"T08",1999,420,4,"VEG_SPEC",123
"T08",1999,420,4,"VEG_SPEC",680
"T08",1999,420,4,"VEG_SPEC",796
"T08",1999,420,4,"VEG_SPEC",981
"T08",1999,420,5,"VEG_SPEC",51
"T08",1999,420,5,"VEG_SPEC",53
"T08",1999,420,5,"VEG_SPEC",123
"T08",1999,420,5,"VEG_SPEC",796
"T08",1999,420,5,"VEG_SPEC",981
"T08",1999,420,6,"VEG_SPEC",51
"T08",1999,420,6,"VEG_SPEC",53
"T08",1999,420,6,"VEG_SPEC",123
"T08",1999,420,6,"VEG_SPEC",384
"T08",1999,420,6,"VEG_SPEC",680
"T08",1999,420,6,"VEG_SPEC",796
"T08",1999,420,6,"VEG_SPEC",981
"T08",1999,420,6,"VEG_SPEC",988
"T08",1999,420,7,"VEG_SPEC",51
"T08",1999,420,7,"VEG_SPEC",53
"T08",1999,420,7,"VEG_SPEC",123
"T08",1999,420,7,"VEG_SPEC",465
"T08",1999,420,7,"VEG_SPEC",680
"T08",1999,401,8,"VEG_SPEC",796
"T08",1999,401,8,"VEG_SPEC",981
"T08",1999,401,9,"VEG_SPEC",22
"T08",1999,401,9,"VEG_SPEC",53
"T08",1999,401,9,"VEG_SPEC",122
"T08",1999,401,9,"VEG_SPEC",156
"T08",1999,401,9,"VEG_SPEC",796
"T08",1999,401,9,"VEG_SPEC",960
"T08",1999,401,9,"VEG_SPEC",981
"T08",1999,401,9,"VEG_SPEC",990
"T08",1999,401,10,"VEG_SPEC",22
"T08",1999,401,10,"VEG_SPEC",122
"T08",1999,401,10,"VEG_SPEC",156
"T08",1999,401,10,"VEG_SPEC",796
"T08",1999,401,10,"VEG_SPEC",981
"T08",1999,416,1,"Q1",141
"T08",1999,416,1,"VEG_SPEC",51
"T08",1999,416,1,"VEG_SPEC",53
"T08",1999,416,1,"VEG_SPEC",465
"T08",1999,420,10,"VEG_SPEC",1677
"T08",1999,421,1,"VEG_SPEC",51
"T08",1999,421,1,"VEG_SPEC",123
"T08",1999,421,1,"VEG_SPEC",171
"T08",1999,421,1,"VEG_SPEC",324
"T08",1999,421,1,"VEG_SPEC",384
"T08",1999,421,1,"VEG_SPEC",460
"T08",1999,421,1,"VEG_SPEC",465
"T08",1999,421,1,"VEG_SPEC",576
"T08",1999,421,1,"VEG_SPEC",680
"T08",1999,421,1,"VEG_SPEC",706
"T08",1999,421,1,"VEG_SPEC",800
"T08",1999,421,1,"VEG_SPEC",807
"T08",1999,421,1,"VEG_SPEC",973
"T08",1999,421,1,"VEG_SPEC",1046
"T08",1999,421,1,"VEG_SPEC",1081
"T08",1999,421,1,"VEG_SPEC",1139
"T08",1999,421,1,"VEG_SPEC",1350
"T08",1999,421,1,"VEG_SPEC",1940
"T08",1999,421,2,"VEG_SPEC",51
"T08",1999,421,2,"VEG_SPEC",53
"T08",1999,421,2,"VEG_SPEC",104
"T08",1999,421,2,"VEG_SPEC",118
"T08",1999,421,2,"VEG_SPEC",123
"T08",1999,421,2,"VEG_SPEC",171
"T08",1999,421,2,"VEG_SPEC",246
"T08",1999,421,2,"VEG_SPEC",288
"T08",1999,421,2,"VEG_SPEC",384
"T08",1999,421,2,"VEG_SPEC",415
"T08",1999,421,2,"VEG_SPEC",460
"T08",1999,421,2,"VEG_SPEC",465
"T08",1999,421,2,"VEG_SPEC",576
"T08",1999,421,2,"VEG_SPEC",680
"T08",1999,421,2,"VEG_SPEC",706
"T08",1999,421,2,"VEG_SPEC",768
"T08",1999,421,2,"VEG_SPEC",807
"T08",1999,421,2,"VEG_SPEC",973
"T08",1999,421,2,"VEG_SPEC",1046
"T08",1999,421,2,"VEG_SPEC",1081
"T08",1999,421,2,"VEG_SPEC",1095
"T08",1999,421,2,"VEG_SPEC",1139
"T08",1999,421,2,"VEG_SPEC",1349
"T08",1999,421,2,"VEG_SPEC",1350
"T08",1999,421,2,"VEG_SPEC",1396
"T08",1999,421,2,"VEG_SPEC",1914
"T08",1999,416,8,"VEG_SPEC",53
"T08",1999,416,8,"VEG_SPEC",796
"T08",1999,416,8,"VEG_SPEC",981
"T08",1999,416,8,"VEG_SPEC",990
"T08",1999,416,8,"VEG_SPEC",1941
"T08",1999,416,9,"Q1",141
"T08",1999,416,9,"VEG_SPEC",51
"T08",1999,416,9,"VEG_SPEC",53
"T08",1999,416,9,"VEG_SPEC",122
"T08",1999,416,9,"VEG_SPEC",796
"T08",1999,416,9,"VEG_SPEC",981
"T08",1999,416,9,"VEG_SPEC",1682
"T08",1999,416,9,"VEG_SPEC",1941
"T08",1999,416,10,"Q1",141
"T08",1999,416,10,"VEG_SPEC",51
"T08",1999,416,10,"VEG_SPEC",53
"T08",1999,416,10,"VEG_SPEC",122
"T08",1999,416,10,"VEG_SPEC",796
"T08",1999,416,10,"VEG_SPEC",990
"T08",1999,421,4,"VEG_SPEC",171
"T08",1999,421,4,"VEG_SPEC",246
"T08",1999,421,4,"VEG_SPEC",384
"T08",1999,421,4,"VEG_SPEC",431
"T08",1999,421,4,"VEG_SPEC",460
"T08",1999,421,4,"VEG_SPEC",465
"T08",1999,421,4,"VEG_SPEC",576
"T08",1999,421,4,"VEG_SPEC",680
"T08",1999,421,4,"VEG_SPEC",706
"T08",1999,421,4,"VEG_SPEC",796
"T08",1999,421,4,"VEG_SPEC",800
"T08",1999,421,4,"VEG_SPEC",807
"T08",1999,421,4,"VEG_SPEC",973
"T08",1999,421,4,"VEG_SPEC",1046
"T08",1999,421,4,"VEG_SPEC",1059
"T08",1999,421,4,"VEG_SPEC",1081
"T08",1999,421,4,"VEG_SPEC",1095
"T08",1999,421,4,"VEG_SPEC",1139
"T08",1999,421,4,"VEG_SPEC",1296
"T08",1999,421,4,"VEG_SPEC",1349
"T08",1999,421,4,"VEG_SPEC",1350
"T08",1999,421,4,"VEG_SPEC",1940
"T08",1999,421,5,"VEG_SPEC",51
"T08",1999,421,5,"VEG_SPEC",104
"T08",1999,421,5,"VEG_SPEC",123
"T08",1999,421,5,"VEG_SPEC",127
"T08",1999,421,5,"VEG_SPEC",171
"T08",1999,421,5,"VEG_SPEC",384
"T08",1999,421,5,"VEG_SPEC",576
"T08",1999,421,5,"VEG_SPEC",680
"T08",1999,421,5,"VEG_SPEC",800
"T08",1999,421,5,"VEG_SPEC",807
"T08",1999,421,5,"VEG_SPEC",973
"T08",1999,421,5,"VEG_SPEC",1046
"T08",1999,421,5,"VEG_SPEC",1139
"T08",1999,421,5,"VEG_SPEC",1396
"T08",1999,421,5,"VEG_SPEC",1914
"T08",1999,421,5,"VEG_SPEC",1940
"T08",1999,421,6,"VEG_SPEC",22
"T08",1999,421,6,"VEG_SPEC",51
"T08",1999,421,6,"VEG_SPEC",123
"T08",1999,421,6,"VEG_SPEC",171
"T08",1999,421,6,"VEG_SPEC",246
"T08",1999,421,6,"VEG_SPEC",288
"T08",1999,421,6,"VEG_SPEC",431
"T08",1999,420,7,"VEG_SPEC",796
"T08",1999,420,7,"VEG_SPEC",981
"T08",1999,420,8,"VEG_SPEC",51
"T08",1999,420,8,"VEG_SPEC",53
"T08",1999,420,8,"VEG_SPEC",465
"T08",1999,420,8,"VEG_SPEC",680
"T08",1999,420,8,"VEG_SPEC",796
"T08",1999,420,8,"VEG_SPEC",981
"T08",1999,420,8,"VEG_SPEC",988
"T08",1999,420,9,"VEG_SPEC",51
"T08",1999,420,9,"VEG_SPEC",53
"T08",1999,420,9,"VEG_SPEC",123
"T08",1999,420,9,"VEG_SPEC",680
"T08",1999,420,9,"VEG_SPEC",796
"T08",1999,420,10,"VEG_SPEC",51
"T08",1999,420,10,"VEG_SPEC",123
"T08",1999,420,10,"VEG_SPEC",680
"T08",1999,420,10,"VEG_SPEC",796
"T08",1999,420,10,"VEG_SPEC",981
"T08",1999,421,7,"VEG_SPEC",807
"T08",1999,421,7,"VEG_SPEC",973
"T08",1999,421,7,"VEG_SPEC",1046
"T08",1999,421,7,"VEG_SPEC",1139
"T08",1999,421,7,"VEG_SPEC",1940
"T08",1999,421,7,"VEG_SPEC",2982
"T08",1999,421,8,"VEG_SPEC",51
"T08",1999,421,8,"VEG_SPEC",53
"T08",1999,421,8,"VEG_SPEC",123
"T08",1999,421,8,"VEG_SPEC",171
"T08",1999,421,8,"VEG_SPEC",384
"T08",1999,421,8,"VEG_SPEC",460
"T08",1999,421,8,"VEG_SPEC",465
"T08",1999,421,8,"VEG_SPEC",576
"T08",1999,421,8,"VEG_SPEC",680
"T08",1999,421,8,"VEG_SPEC",800
"T08",1999,421,8,"VEG_SPEC",807
"T08",1999,421,8,"VEG_SPEC",973
"T08",1999,421,8,"VEG_SPEC",1046
"T08",1999,421,8,"VEG_SPEC",1139
"T08",1999,421,8,"VEG_SPEC",1350
"T08",1999,421,8,"VEG_SPEC",1940
"T08",1999,421,8,"VEG_SPEC",2599
"T08",1999,421,8,"VEG_SPEC",2982
"T08",1999,421,9,"VEG_SPEC",51
"T08",1999,421,9,"VEG_SPEC",104
"T08",1999,421,9,"VEG_SPEC",123
"T08",1999,421,9,"VEG_SPEC",171
"T08",1999,421,9,"VEG_SPEC",465
"T08",1999,421,9,"VEG_SPEC",576
"T08",1999,421,9,"VEG_SPEC",680
"T08",1999,421,9,"VEG_SPEC",800
"T08",1999,421,9,"VEG_SPEC",807
"T08",1999,421,9,"VEG_SPEC",973
"T08",1999,421,9,"VEG_SPEC",1046
"T08",1999,421,9,"VEG_SPEC",1051
"T08",1999,421,9,"VEG_SPEC",1139
"T08",1999,421,9,"VEG_SPEC",1356
"T08",1999,421,9,"VEG_SPEC",1396
"T08",1999,421,9,"VEG_SPEC",1914
"T08",1999,421,9,"VEG_SPEC",1940
"T08",1999,421,9,"VEG_SPEC",2982
"T08",1999,421,10,"VEG_SPEC",51
"T08",1999,421,10,"VEG_SPEC",123
"T08",1999,421,10,"VEG_SPEC",171
"T08",1999,421,2,"VEG_SPEC",1940
"T08",1999,421,3,"VEG_SPEC",51
"T08",1999,421,3,"VEG_SPEC",123
"T08",1999,421,3,"VEG_SPEC",171
"T08",1999,421,3,"VEG_SPEC",246
"T08",1999,421,3,"VEG_SPEC",288
"T08",1999,421,3,"VEG_SPEC",324
"T08",1999,421,3,"VEG_SPEC",576
"T08",1999,421,3,"VEG_SPEC",706
"T08",1999,421,3,"VEG_SPEC",768
"T08",1999,421,3,"VEG_SPEC",800
"T08",1999,421,3,"VEG_SPEC",807
"T08",1999,421,3,"VEG_SPEC",973
"T08",1999,421,3,"VEG_SPEC",1046
"T08",1999,421,3,"VEG_SPEC",1139
"T08",1999,421,3,"VEG_SPEC",1940
"T08",1999,421,3,"VEG_SPEC",2615
"T08",1999,421,4,"VEG_SPEC",51
"T08",1999,421,4,"VEG_SPEC",123
"T08",1999,423,1,"VEG_SPEC",6013
"T08",1999,423,2,"VEG_SPEC",22
"T08",1999,423,2,"VEG_SPEC",395
"T08",1999,423,2,"VEG_SPEC",6013
"T08",1999,423,3,"VEG_SPEC",22
"T08",1999,423,3,"VEG_SPEC",395
"T08",1999,423,4,"VEG_SPEC",22
"T08",1999,423,4,"VEG_SPEC",118
"T08",1999,423,4,"VEG_SPEC",395
"T08",1999,423,4,"VEG_SPEC",1147
"T08",1999,423,4,"VEG_SPEC",6013
"T08",1999,423,5,"VEG_SPEC",22
"T08",1999,423,5,"VEG_SPEC",395
"T08",1999,423,6,"VEG_SPEC",22
"T08",1999,423,6,"VEG_SPEC",395
"T08",1999,423,6,"VEG_SPEC",6013
"T08",1999,423,7,"VEG_SPEC",22
"T08",1999,423,7,"VEG_SPEC",6013
"T08",1999,423,8,"VEG_SPEC",22
"T08",1999,423,8,"VEG_SPEC",395
"T08",1999,423,8,"VEG_SPEC",6013
"T08",1999,423,9,"VEG_SPEC",22
"T08",1999,423,9,"VEG_SPEC",395
"T08",1999,423,9,"VEG_SPEC",6013
"T08",1999,423,10,"VEG_SPEC",22
"T08",1999,423,10,"VEG_SPEC",395
"T08",1999,423,10,"VEG_SPEC",6013
"T08",1999,424,1,"VEG_SPEC",157
"T08",1999,424,1,"VEG_SPEC",2989
"T08",1999,424,2,"VEG_SPEC",157
"T08",1999,424,2,"VEG_SPEC",2989
"T08",1999,424,3,"VEG_SPEC",157
"T08",1999,424,3,"VEG_SPEC",2989
"T08",1999,424,4,"VEG_SPEC",157
"T08",1999,424,4,"VEG_SPEC",2989
"T08",1999,424,5,"VEG_SPEC",2989
"T08",1999,424,6,"VEG_SPEC",157
"T08",1999,424,6,"VEG_SPEC",2989
"T08",1999,424,7,"VEG_SPEC",157
"T08",1999,424,7,"VEG_SPEC",2989
"T08",1999,424,8,"VEG_SPEC",157
"T08",1999,424,8,"VEG_SPEC",2989
"T08",1999,424,9,"VEG_SPEC",157
"T08",1999,424,9,"VEG_SPEC",2989
"T08",1999,424,10,"VEG_SPEC",157
"T08",1999,421,6,"VEG_SPEC",576
"T08",1999,421,6,"VEG_SPEC",680
"T08",1999,421,6,"VEG_SPEC",706
"T08",1999,421,6,"VEG_SPEC",807
"T08",1999,421,6,"VEG_SPEC",973
"T08",1999,421,6,"VEG_SPEC",1046
"T08",1999,421,6,"VEG_SPEC",1940
"T08",1999,421,7,"VEG_SPEC",51
"T08",1999,421,7,"VEG_SPEC",123
"T08",1999,421,7,"VEG_SPEC",171
"T08",1999,421,7,"VEG_SPEC",246
"T08",1999,421,7,"VEG_SPEC",324
"T08",1999,421,7,"VEG_SPEC",384
"T08",1999,421,7,"VEG_SPEC",460
"T08",1999,421,7,"VEG_SPEC",576
"T08",1999,421,7,"VEG_SPEC",680
"T08",1999,421,7,"VEG_SPEC",706
"T08",1999,421,7,"VEG_SPEC",768
"T08",1999,421,7,"VEG_SPEC",800
"T08",1999,425,2,"VEG_SPEC",981
"T08",1999,425,2,"VEG_SPEC",3180
"T08",1999,425,3,"VEG_SPEC",248
"T08",1999,425,3,"VEG_SPEC",395
"T08",1999,425,3,"VEG_SPEC",1002
"T08",1999,425,3,"VEG_SPEC",1273
"T08",1999,425,3,"VEG_SPEC",1298
"T08",1999,425,4,"VEG_SPEC",157
"T08",1999,425,4,"VEG_SPEC",248
"T08",1999,425,4,"VEG_SPEC",438
"T08",1999,425,4,"VEG_SPEC",981
"T08",1999,425,4,"VEG_SPEC",2601
"T08",1999,425,5,"VEG_SPEC",395
"T08",1999,425,5,"VEG_SPEC",438
"T08",1999,425,5,"VEG_SPEC",573
"T08",1999,425,6,"VEG_SPEC",217
"T08",1999,425,6,"VEG_SPEC",438
"T08",1999,425,6,"VEG_SPEC",981
"T08",1999,425,6,"VEG_SPEC",1298
"T08",1999,425,6,"VEG_SPEC",3180
"T08",1999,425,7,"VEG_SPEC",290
"T08",1999,425,7,"VEG_SPEC",438
"T08",1999,425,7,"VEG_SPEC",573
"T08",1999,425,7,"VEG_SPEC",892
"T08",1999,425,7,"VEG_SPEC",981
"T08",1999,425,7,"VEG_SPEC",3180
"T08",1999,425,8,"VEG_SPEC",157
"T08",1999,425,8,"VEG_SPEC",248
"T08",1999,425,9,"VEG_SPEC",157
"T08",1999,425,9,"VEG_SPEC",220
"T08",1999,425,9,"VEG_SPEC",248
"T08",1999,425,9,"VEG_SPEC",395
"T08",1999,425,9,"VEG_SPEC",438
"T08",1999,425,9,"VEG_SPEC",990
"T08",1999,425,9,"VEG_SPEC",3180
"T08",1999,425,10,"VEG_SPEC",157
"T08",1999,425,10,"VEG_SPEC",217
"T08",1999,425,10,"VEG_SPEC",248
"T08",1999,425,10,"VEG_SPEC",981
"T08",1999,426,1,"VEG_SPEC",6013
"T08",1999,426,3,"VEG_SPEC",6013
"T08",1999,426,6,"VEG_SPEC",6013
"T08",1999,426,7,"VEG_SPEC",6013
"T08",1999,426,8,"VEG_SPEC",6013
"T08",1999,426,10,"VEG_SPEC",6013
"T08",1999,421,10,"VEG_SPEC",384
"T08",1999,421,10,"VEG_SPEC",460
"T08",1999,421,10,"VEG_SPEC",465
"T08",1999,421,10,"VEG_SPEC",576
"T08",1999,421,10,"VEG_SPEC",680
"T08",1999,421,10,"VEG_SPEC",706
"T08",1999,421,10,"VEG_SPEC",796
"T08",1999,421,10,"VEG_SPEC",807
"T08",1999,421,10,"VEG_SPEC",973
"T08",1999,421,10,"VEG_SPEC",1046
"T08",1999,421,10,"VEG_SPEC",1139
"T08",1999,421,10,"VEG_SPEC",1296
"T08",1999,421,10,"VEG_SPEC",1350
"T08",1999,421,10,"VEG_SPEC",1791
"T08",1999,421,10,"VEG_SPEC",1940
"T08",1999,421,10,"VEG_SPEC",6016
"T08",1999,421,,"Q1",230
"T08",1999,423,1,"VEG_SPEC",22
"T08",1999,423,1,"VEG_SPEC",395
"T09",1999,407,4,"VEG_SPEC",1677
"T09",1999,407,4,"VEG_SPEC",1766
"T09",1999,407,4,"VEG_SPEC",2167
"T09",1999,407,5,"VEG_SPEC",51
"T09",1999,407,5,"VEG_SPEC",52
"T09",1999,407,5,"VEG_SPEC",680
"T09",1999,407,5,"VEG_SPEC",932
"T09",1999,407,5,"VEG_SPEC",1136
"T09",1999,407,5,"VEG_SPEC",1677
"T09",1999,403,1,"VEG_SPEC",22
"T09",1999,403,1,"VEG_SPEC",123
"T09",1999,403,1,"VEG_SPEC",418
"T09",1999,403,1,"VEG_SPEC",482
"T09",1999,403,1,"VEG_SPEC",680
"T09",1999,403,1,"VEG_SPEC",1136
"T09",1999,403,1,"VEG_SPEC",2346
"T09",1999,403,1,"VEG_SPEC",2800
"T09",1999,403,2,"VEG_SPEC",51
"T09",1999,403,2,"VEG_SPEC",391
"T09",1999,403,2,"VEG_SPEC",730
"T09",1999,403,2,"VEG_SPEC",1677
"T09",1999,403,3,"VEG_SPEC",51
"T09",1999,403,3,"VEG_SPEC",52
"T09",1999,403,3,"VEG_SPEC",123
"T09",1999,403,3,"VEG_SPEC",1615
"T09",1999,403,3,"VEG_SPEC",1677
"T09",1999,403,3,"VEG_SPEC",1766
"T09",1999,403,3,"VEG_SPEC",1892
"T09",1999,403,3,"VEG_SPEC",2694
"T09",1999,403,3,"VEG_SPEC",2800
"T09",1999,403,4,"VEG_SPEC",123
"T09",1999,403,4,"VEG_SPEC",680
"T09",1999,403,4,"VEG_SPEC",1519
"T09",1999,403,4,"VEG_SPEC",1677
"T09",1999,403,4,"VEG_SPEC",1766
"T09",1999,403,4,"VEG_SPEC",1892
"T09",1999,403,4,"VEG_SPEC",2167
"T09",1999,403,4,"VEG_SPEC",2615
"T09",1999,403,5,"VEG_SPEC",51
"T09",1999,403,5,"VEG_SPEC",123
"T09",1999,403,5,"VEG_SPEC",391
"T09",1999,403,5,"VEG_SPEC",477
"T09",1999,403,5,"VEG_SPEC",500
"T09",1999,403,5,"VEG_SPEC",702
"T09",1999,403,5,"VEG_SPEC",1519
"T09",1999,403,5,"VEG_SPEC",1677
"T09",1999,403,5,"VEG_SPEC",4376
"T09",1999,403,6,"VEG_SPEC",22
"T09",1999,403,6,"VEG_SPEC",51
"T09",1999,403,6,"VEG_SPEC",730
"T09",1999,403,6,"VEG_SPEC",1136
"T09",1999,403,6,"VEG_SPEC",1519
"T09",1999,403,7,"VEG_SPEC",51
"T08",1999,424,10,"VEG_SPEC",2989
"T08",1999,425,1,"VEG_SPEC",157
"T08",1999,425,1,"VEG_SPEC",290
"T08",1999,425,1,"VEG_SPEC",438
"T08",1999,425,1,"VEG_SPEC",839
"T08",1999,425,1,"VEG_SPEC",981
"T08",1999,425,1,"VEG_SPEC",1143
"T08",1999,425,2,"VEG_SPEC",290
"T08",1999,425,2,"VEG_SPEC",438
"T08",1999,425,2,"VEG_SPEC",573
"T08",1999,425,2,"VEG_SPEC",974
"T09",1999,414,7,"VEG_SPEC",2167
"T09",1999,414,7,"VEG_SPEC",2615
"T09",1999,414,8,"VEG_SPEC",22
"T09",1999,414,8,"VEG_SPEC",51
"T09",1999,414,8,"VEG_SPEC",127
"T09",1999,414,8,"VEG_SPEC",292
"T09",1999,414,8,"VEG_SPEC",414
"T09",1999,414,8,"VEG_SPEC",609
"T09",1999,414,8,"VEG_SPEC",630
"T09",1999,403,7,"VEG_SPEC",52
"T09",1999,403,7,"VEG_SPEC",418
"T09",1999,403,7,"VEG_SPEC",680
"T09",1999,403,7,"VEG_SPEC",730
"T09",1999,403,7,"VEG_SPEC",1136
"T09",1999,403,7,"VEG_SPEC",1519
"T09",1999,403,7,"VEG_SPEC",1892
"T09",1999,403,7,"VEG_SPEC",1940
"T09",1999,403,8,"VEG_SPEC",418
"T09",1999,403,8,"VEG_SPEC",477
"T09",1999,403,8,"VEG_SPEC",730
"T09",1999,403,8,"VEG_SPEC",1136
"T09",1999,403,8,"VEG_SPEC",1677
"T09",1999,403,8,"VEG_SPEC",4376
"T09",1999,403,9,"VEG_SPEC",52
"T09",1999,403,9,"VEG_SPEC",53
"T09",1999,403,9,"VEG_SPEC",123
"T09",1999,403,9,"VEG_SPEC",680
"T09",1999,403,9,"VEG_SPEC",1401
"T09",1999,403,10,"VEG_SPEC",52
"T09",1999,403,10,"VEG_SPEC",123
"T09",1999,403,10,"VEG_SPEC",418
"T09",1999,403,10,"VEG_SPEC",482
"T09",1999,403,10,"VEG_SPEC",730
"T09",1999,403,10,"VEG_SPEC",1401
"T09",1999,403,10,"VEG_SPEC",1519
"T09",1999,403,10,"VEG_SPEC",1615
"T09",1999,403,10,"VEG_SPEC",1677
"T09",1999,403,10,"VEG_SPEC",1766
